id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,decline_reason,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category
226460,2018-04-26 10:31:04,18765253-7d99-484b-a7c5-45a7ea890624,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,12.60,GBP,12.60,GBP,0.03,RONTEC HENGROVE WAY,ServiceStationsWithOrWithou
226469,2018-04-26 10:32:49,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.86,EUR,4.86,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
226490,2018-04-26 10:36:23,f5fbcef1-900a-43d8-98d3-c29c9d1ff590,CZ,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CZK,95.00,GBP,3.26,GBP,0.01,PONAVA CAFE,FastFoodRestaurants
226494,2018-04-26 10:36:51,ab3f3970-5740-424e-b147-9ccb4d4f2edb,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,57.00,PLN,57.00,PLN,0.11,BOOKSHOP,FastFoodRestaurants
226498,2018-04-26 10:38:00,1dd8a7d2-5719-4b56-9432-f4f40131a4f3,NO,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,NOK,40.00,GBP,3.61,GBP,0.01,EUREST.4011 AVI,EatingPlacesRestaurants
226505,2018-04-26 10:38:33,32755a98-ef4e-49cc-bbe4-34c12b42aaaf,FI,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,4.20,EUR,4.20,EUR,0.01,Herkku Tapiola,GroceryStoresSupermarkets
226541,2018-04-26 10:42:54,f38a599e-876c-4e46-a434-c129c5045887,ES,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,FAIL,INSUFFICIENT_FUNDS,GBP,41.00,,,,,PAYPAL *BIGBUY.EU,VarietyStores
226560,2018-04-26 10:48:02,eaaf3389-c752-4d46-ae9d-243786729e93,JP,Intra,POS_PURCHASE,POS/ECOM,STRIPE,UNKNOWN,SUCCESS,,JPY,511.00,GBP,3.41,GBP,0.04,FAMILYMART,MiscellaneousFoodStoresConven
226562,2018-04-26 10:48:18,e96e21b7-c41b-408b-a1ad-a868ba6d7bd1,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,9.11,GBP,9.11,GBP,0.02,PAYPAL *SPOTIFY,RMiscellaneousAndSpecial
226566,2018-04-26 10:48:42,f38a599e-876c-4e46-a434-c129c5045887,ES,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,FAIL,INSUFFICIENT_FUNDS,GBP,41.00,,,,,PAYPAL *BIGBUY.EU,VarietyStores
226572,2018-04-26 10:49:27,a25eab9d-4ce1-4447-a8e2-3b5613628c19,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INCORRECT_PIN,GBP,20.00,,,,,COOPERATIVE SW8  3LT,ZMemberFinancialInstitut
226574,2018-04-26 10:50:00,a25eab9d-4ce1-4447-a8e2-3b5613628c19,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INCORRECT_PIN,GBP,20.00,,,,,COOPERATIVE SW8  3LT,ZMemberFinancialInstitut
226578,2018-04-26 10:50:30,5947843e-1900-448f-ab1f-4400c2a0b258,DE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,25.00,EUR,25.00,EUR,0.05,Vodafone GmbH Vielen D,TelecommunicationServicesPrepa
226579,2018-04-26 10:50:32,a25eab9d-4ce1-4447-a8e2-3b5613628c19,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,20.00,GBP,20.00,GBP,-0.16,COOPERATIVE SW8  3LT,ZMemberFinancialInstitut
226581,2018-04-26 10:50:51,f38a599e-876c-4e46-a434-c129c5045887,ES,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,45.00,EUR,45.00,EUR,0.09,PAYPAL *BIGBUY.EU,VarietyStores
226584,2018-04-26 10:50:59,12f04e17-a43f-4160-98a0-3ac8043a7072,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,32.05,EUR,32.05,EUR,0.06,BCM - BRICOLAGE S.A.,MiscellaneousHouseFurnishingS
226591,2018-04-26 10:52:24,18765253-7d99-484b-a7c5-45a7ea890624,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,11.42,GBP,11.42,GBP,0.02,LIDL UK BISHOPSWORTH,GroceryStoresSupermarkets
226603,2018-04-26 10:54:20,df82524f-4d8d-47c7-aa15-1aeb78516321,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,26.85,EUR,26.85,EUR,0.05,DAKOTA MURO,EatingPlacesRestaurants
226610,2018-04-26 10:55:48,8e8a112b-ac14-4a20-8deb-39e0965a0c45,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,2.99,EUR,2.99,EUR,0.01,COFFEE IN POST.NARVA M,FastFoodRestaurants
226620,2018-04-26 10:57:10,c828f8f2-390d-451b-b177-a91575344b25,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,33.00,EUR,33.00,EUR,0.07,TOP3 NICE SUN S,BarberAndBeautyShops
226672,2018-04-26 11:04:15,3bbd8b1b-94fd-4f94-bba1-f8ade1365a5a,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,16.20,GBP,16.20,GBP,0.03,GREATER ANGLIA,PassengerRailways
226675,2018-04-26 11:04:25,cb3aa66f-cc7b-4c13-b7cd-91e2d4d24824,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,0.26,EUR,0.26,EUR,0.00,LEKAREN BALSAMUM,DrugStoresPharmacies
226680,2018-04-26 11:04:50,2aa789dc-5d94-479c-9d67-1bcd00e04e27,NO,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,NOK,18.00,GBP,1.63,GBP,0.00,RUTER AS - APP,BusLines
226690,2018-04-26 11:06:30,283d5197-f10e-428f-892f-cde481d7110e,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,9.60,EUR,9.60,EUR,0.02,SEGEP,GroceryStoresSupermarkets
226704,2018-04-26 11:08:40,2492e79e-6013-4910-8b56-e341240866a9,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.44,GBP,5.44,GBP,0.01,PRET A MANGER,EatingPlacesRestaurants
226717,2018-04-26 11:10:53,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.80,EUR,4.80,EUR,0.01,AREA DI SERVIZIO GIARD,ServiceStationsWithOrWithou
226718,2018-04-26 11:11:03,e6b6d667-e61e-4b55-8e51-86446a65ed70,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.95,GBP,5.95,GBP,0.01,BANH MI BAY,EatingPlacesRestaurants
226730,2018-04-26 11:12:09,7236a09f-1574-4e6e-9074-3ac062e59581,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,2.00,EUR,2.00,EUR,0.00,Ireland Vending,MiscellaneousFoodStoresConven
226731,2018-04-26 11:12:44,f4e4a20e-8d69-4e38-86a4-c2c8a37ef0fc,SG,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SGD,50.50,GBP,27.73,GBP,0.31,RSH TANGLIN MALL,AccessoryAndApparelStoresMis
226739,2018-04-26 11:13:52,6de02dfe-8113-4392-8b76-eedddf375aca,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,5.47,GBP,5.47,GBP,0.01,UBER TRIP UMWGW HELP.U,Limousines
226743,2018-04-26 11:14:22,2f14fa6f-9358-4f88-af2c-bc8ebc296080,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,66.15,EUR,66.15,EUR,0.13,DECATHLON GAIA,SportingGoodsStores
226763,2018-04-26 11:16:30,adb3c184-33e3-4a47-8493-78cc117a9c85,KE,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,KES,"3,100.00",GBP,22.46,GBP,0.25,ELITE DIGITAL SO724749,ComputerSoftwareStores
226764,2018-04-26 11:16:32,ddf13d84-cace-42ea-8314-c0d14a213bd4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.76,GBP,3.76,GBP,0.01,ALDI STORES,GroceryStoresSupermarkets
226765,2018-04-26 11:16:33,9f45e622-9b52-4b3e-95ab-66ebf34a42ee,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.15,EUR,3.15,EUR,0.01,Netto Marken-Discount,GroceryStoresSupermarkets
226772,2018-04-26 11:18:09,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,1.60,EUR,1.60,EUR,0.00,AREA DI SERVIZIO GIARD,ServiceStationsWithOrWithou
226776,2018-04-26 11:18:48,4276e10c-693c-4bd9-99e0-4b399281bed7,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,13.70,EUR,13.70,EUR,0.03,GOTSU.PARNU MNT 62A,EatingPlacesRestaurants
226788,2018-04-26 11:19:41,b12e033a-c974-4b2b-8736-ee70504344d9,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,18.00,PLN,18.00,PLN,0.04,OSiR RADOSNA NOWINA 20,RecreationalAndSportingCamps
226789,2018-04-26 11:19:42,a3c94641-0bfe-4035-8d0b-60281d7b9d11,FR,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,1.00,GBP,1.00,GBP,0.00,PP*8465CODE,ProfessionalServicesNotElsewh
226791,2018-04-26 11:20:00,4c029044-9688-4314-b121-4391a4f63d79,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SEK,85.00,GBP,7.14,GBP,0.01,LEVI'S COFFE,EatingPlacesRestaurants
226819,2018-04-26 11:23:10,a4c75a21-630f-4b8a-a032-958df6f7e835,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.20,GBP,2.20,GBP,0.00,SAINSBURYS SACAT 4920,GroceryStoresSupermarkets
226851,2018-04-26 11:27:54,d36961df-22bf-4cd1-a71d-17f3dd2c38be,SK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.46,EUR,7.46,EUR,0.01,TESCO STORES SK . A.S.,GroceryStoresSupermarkets
226865,2018-04-26 11:29:03,b7ec37d0-e6d0-4ed5-a8e2-d4d5972c80db,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,6.60,GBP,6.60,GBP,0.01,PRET A MANGER,EatingPlacesRestaurants
226898,2018-04-26 11:34:29,6de02dfe-8113-4392-8b76-eedddf375aca,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,6.02,GBP,6.02,GBP,0.01,UBER TRIP JNDQQ HELP.U,Limousines
226901,2018-04-26 11:34:58,2aa789dc-5d94-479c-9d67-1bcd00e04e27,NO,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,NOK,70.00,GBP,6.32,GBP,0.01,iZ *Thai Fritert Husei,EatingPlacesRestaurants
226909,2018-04-26 11:36:30,adb3c184-33e3-4a47-8493-78cc117a9c85,KE,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,KES,"1,700.00",GBP,12.18,GBP,0.13,SALUTE I WORLD L730224,ComputersComputerPeripheralE
226912,2018-04-26 11:36:49,3f27e995-6460-4976-8c40-df37846b353e,DK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,DKK,30.00,GBP,3.52,GBP,0.01,REMA 1000 Kbh AEbeloeg,GroceryStoresSupermarkets
226920,2018-04-26 11:37:44,f54fb4c4-22a5-46ff-a3ab-e3a2255d1bb5,IT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,36.89,EUR,36.89,EUR,0.07,CRAI GEMAR,GroceryStoresSupermarkets
226943,2018-04-26 11:40:35,56579c83-e2fa-4cb7-a4a7-85680c0a10aa,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.86,GBP,2.86,GBP,0.01,LIDL UK  LONDON,GroceryStoresSupermarkets
226954,2018-04-26 11:43:24,053cff0d-4c8b-4bdd-886d-79933c1ea876,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,7.10,GBP,7.10,GBP,0.01,DECO,FastFoodRestaurants
226963,2018-04-26 11:44:58,7236a09f-1574-4e6e-9074-3ac062e59581,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.50,EUR,3.50,EUR,0.01,3FE,EatingPlacesRestaurants
226965,2018-04-26 11:45:16,7752e419-83e1-42ef-a255-42f4635af7f8,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.77,EUR,3.77,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
226973,2018-04-26 11:46:57,10e0755b-9e70-4cbc-8f95-b968bdabc2d0,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,2.05,EUR,2.05,EUR,0.00,PREMIER ALIMENTACION,EatingPlacesRestaurants
226974,2018-04-26 11:46:59,b6f82a60-8c21-4bb6-aee2-5f523a9eb7bb,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,6.18,GBP,6.18,GBP,0.01,WH SMITH,NewsDealersAndNewsstands
226998,2018-04-26 11:51:30,fd97a330-308f-4727-9f3d-a7855e079a1e,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,6.70,GBP,6.70,GBP,0.01,LIGHT BOX CAFE,EatingPlacesRestaurants
227000,2018-04-26 11:51:49,3f27e995-6460-4976-8c40-df37846b353e,DK,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,DKK,17.95,GBP,2.11,GBP,0.00,Pladsens Kiosk vTaoqee,MiscellaneousFoodStoresConven
227005,2018-04-26 11:52:52,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.94,GBP,2.94,GBP,0.01,ASDA STORES,GroceryStoresSupermarkets
227016,2018-04-26 11:54:39,9b13c71c-502a-4f37-b423-677e375e1f83,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.25,GBP,4.25,GBP,0.01,PRET A MANGER,EatingPlacesRestaurants
227031,2018-04-26 11:57:39,b6f82a60-8c21-4bb6-aee2-5f523a9eb7bb,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,9.95,GBP,9.95,GBP,0.02,JoeAndTheJuice,BarsCocktailLoungesDiscothe
227042,2018-04-26 12:00:16,0235ff90-c74d-4d32-ace8-b28152a2959b,CH,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,CHF,60.00,CHF,60.00,CHF,-0.90,Centre Commerciale des,ZMemberFinancialInstitut
227048,2018-04-26 12:01:03,596772ba-9598-44b9-9ad1-4d9992630ac6,IS,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,4.99,USD,4.99,USD,0.01,WOW AIR INFLIGHT RETAI,AirCarriersAirlinesNotElsew
227096,2018-04-26 12:08:38,4e227380-7ba4-44a4-848c-7a204e775fd8,FI,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,6.00,EUR,6.00,EUR,0.01,Kahvila Loma,EatingPlacesRestaurants
227104,2018-04-26 12:09:44,70e22b98-ad9b-4ab5-9bc7-57e9cfc48b79,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,5.49,EUR,5.49,EUR,0.01,Lidl Vertriebs GmbH &,GroceryStoresSupermarkets
227120,2018-04-26 12:12:27,4c029044-9688-4314-b121-4391a4f63d79,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SEK,212.00,GBP,17.82,GBP,0.04,NEW CHINA TRADING,MiscellaneousFoodStoresConven
227139,2018-04-26 12:14:39,561c9d38-6b5e-45c4-99f5-27a95346455b,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"2,840.00",GBP,7.97,GBP,0.02,SPENCER BISTRO,EatingPlacesRestaurants
227146,2018-04-26 12:15:01,d9ab59b4-90e8-42d7-8f7d-15d35d8d37b4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,12.00,GBP,12.00,GBP,0.02,PATTY AND BUN REDCHURC,FastFoodRestaurants
227151,2018-04-26 12:15:47,32755a98-ef4e-49cc-bbe4-34c12b42aaaf,FI,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,5.00,EUR,5.00,EUR,0.01,H M Hennes   Mauritz O,FamilyClothingStores
227168,2018-04-26 12:18:34,d08f3781-bb7f-4adc-bcfe-db422f2284ad,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,500.00,EUR,500.00,EUR,-1.10,LA CAIXA    4073,ZMemberFinancialInstitut
227169,2018-04-26 12:19:03,5542b688-acb1-4758-a348-3459010a6fd0,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.08,GBP,5.08,GBP,0.01,TROWELL N/E BK,EatingPlacesRestaurants
227191,2018-04-26 12:22:39,3187b4cc-9f56-475c-b5f1-1522fa22cb8d,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,GBP,8.95,GBP,8.95,GBP,0.02,IZ *POLU POKE LIMITED,EatingPlacesRestaurants
227209,2018-04-26 12:25:53,6fc2a097-de37-461a-abc8-d855e86db62b,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.75,GBP,4.75,GBP,0.01,CRUSSH,EatingPlacesRestaurants
227216,2018-04-26 12:26:36,561c9d38-6b5e-45c4-99f5-27a95346455b,HU,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,HUF,"3,000.00",GBP,8.42,GBP,-0.45,OTP,ZMemberFinancialInstitut
227238,2018-04-26 12:30:25,12ca7ce9-e3bc-4542-b206-aec7ee7d0cae,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,EUR,68.01,EUR,68.01,EUR,0.14,YOUNG LIVING EUROPE,MiscellaneousFoodStoresConven
227277,2018-04-26 12:38:42,4c029044-9688-4314-b121-4391a4f63d79,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SEK,225.00,GBP,18.91,GBP,0.04,EAST WEST SUSHI,EatingPlacesRestaurants
227282,2018-04-26 12:39:14,0de5cf8e-9000-49f2-8c1b-89f091964eeb,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,160.00,EUR,160.00,EUR,-0.69,LA CAIXA    4990,ZMemberFinancialInstitut
227300,2018-04-26 12:42:00,8654f768-8eee-4e05-8a4c-e8dfa7533f61,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,26.48,EUR,26.48,EUR,0.05,SOLARISE TOIDU.ESTONIA,GroceryStoresSupermarkets
227312,2018-04-26 12:44:04,596772ba-9598-44b9-9ad1-4d9992630ac6,US,Intra,POS_PURCHASE,POS/ECOM,STRIPE,UNKNOWN,SUCCESS,,USD,21.62,USD,21.62,USD,0.24,HILTON OLIVES RESTRNT,EatingPlacesRestaurants
227337,2018-04-26 12:47:54,ad6ff216-0e69-484b-ae7f-1313f42d795a,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,18.50,EUR,18.50,EUR,0.04,SANTA PIADINA,FastFoodRestaurants
227366,2018-04-26 12:53:48,4c029044-9688-4314-b121-4391a4f63d79,SE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,SEK,25.00,GBP,2.10,GBP,0.00,EAST WEST SUSHI,EatingPlacesRestaurants
227394,2018-04-26 12:58:29,bcec3055-8ab6-47d1-af43-20a6979bda5e,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.45,GBP,2.45,GBP,0.00,COSTA COFFEE,EatingPlacesRestaurants
227396,2018-04-26 12:58:37,ff6e2696-6638-4359-878c-0c1ea820ab6a,FR,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INSUFFICIENT_FUNDS,EUR,20.00,,,,,LA BANQUE POSTALE,ZMemberFinancialInstitut
227417,2018-04-26 13:01:16,d98d051d-52bb-451e-a9b7-7478c6b7f7f1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.25,GBP,4.25,GBP,0.01,TESCO STORES-2124,GroceryStoresSupermarkets
227440,2018-04-26 13:07:47,f54fb4c4-22a5-46ff-a3ab-e3a2255d1bb5,IT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,16.50,EUR,16.50,EUR,0.03,TEATRO GRECO CAF,EatingPlacesRestaurants
227479,2018-04-26 13:15:33,596772ba-9598-44b9-9ad1-4d9992630ac6,US,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,USD,7.99,USD,7.99,USD,0.09,SAFEWAY STORE     3257,GroceryStoresSupermarkets
227480,2018-04-26 13:16:03,9db3c849-010d-4c89-8546-2feba886e0d9,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,28.80,EUR,28.80,EUR,0.06,SNCF             06 NI,PassengerRailways
227483,2018-04-26 13:16:25,4e1d0b03-ffd1-475e-bc76-6f2f5b204982,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,135.00,EUR,135.00,EUR,0.27,INTERRENT LISI04 LISBO,Europcar
227488,2018-04-26 13:17:15,9db3c849-010d-4c89-8546-2feba886e0d9,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,2.00,EUR,2.00,EUR,0.00,SELECTA G NICE V,MiscellaneousFoodStoresConven
227495,2018-04-26 13:18:35,a4c75a21-630f-4b8a-a032-958df6f7e835,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,12.70,GBP,12.70,GBP,0.03,SAINSBURYS SACAT 4920,GroceryStoresSupermarkets
227501,2018-04-26 13:18:58,56b7e6e8-fedd-4911-8141-f4b8f8556695,LT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,22.70,EUR,22.70,EUR,0.05,FOODLAB J. BASANAVICIA,EatingPlacesRestaurants
227515,2018-04-26 13:21:17,315cf5b9-df03-48cb-a3e8-50038bd91a94,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,13.12,GBP,13.12,GBP,0.03,LIDL UK  HORLEY,GroceryStoresSupermarkets
227519,2018-04-26 13:22:26,12f04e17-a43f-4160-98a0-3ac8043a7072,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,48.03,EUR,48.03,EUR,0.10,ES PRAIA DAS MACAS,ServiceStationsWithOrWithou
227521,2018-04-26 13:22:30,bbbdba31-594e-4037-aa43-80b4a399e104,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,11.10,EUR,11.10,EUR,0.02,CAFETEREIA NEPENTA,EatingPlacesRestaurants
227536,2018-04-26 13:24:37,e294deea-00cf-4876-b29b-e1ef19d1988f,LT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,9.82,EUR,9.82,EUR,0.02,SKONIS IR KVAPAS KARAL,DepartmentStores
227547,2018-04-26 13:26:18,bd786001-bf2b-4aa1-bc0e-1bcede4b21d1,RO,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,RON,76.50,GBP,14.38,GBP,0.03,PayU*pizzahutdelive,ComputerProgrammingDataProce
227552,2018-04-26 13:27:16,18765253-7d99-484b-a7c5-45a7ea890624,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,12.23,GBP,12.23,GBP,0.02,TESCO PFS 5582,ServiceStationsWithOrWithou
227559,2018-04-26 13:28:24,18765253-7d99-484b-a7c5-45a7ea890624,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,50.00,GBP,50.00,GBP,-0.20,TESCO BR SWELL EXP,ZMemberFinancialInstitut
227565,2018-04-26 13:29:41,b5c32b5e-2a6b-48f9-8898-2dede29a8040,MT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,13.40,EUR,13.40,EUR,0.03,JB STORES - TEXTILES,DraperyUpholsteryAndWindow
227576,2018-04-26 13:32:32,7b760a82-4bd2-45f0-90f2-0657e78ebdf0,CO,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INCORRECT_PIN,COP,"300,000.00",,,,,GAN1 0253AEROPTO,ZMemberFinancialInstitut
227579,2018-04-26 13:33:04,7b760a82-4bd2-45f0-90f2-0657e78ebdf0,CO,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,COP,"300,000.00",GBP,76.53,GBP,-0.68,GAN1 0253AEROPTO,ZMemberFinancialInstitut
227583,2018-04-26 13:34:42,870ce74d-0c51-4e1f-8900-5b73b590e947,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,121.89,EUR,121.89,EUR,0.24,H&M116,FamilyClothingStores
227620,2018-04-26 13:41:15,1f32fea2-ec61-47f4-8440-f4c35dec53b0,CZ,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,CZK,"1,000.00",GBP,34.36,GBP,-0.48,UNICREDIT CZ,ZMemberFinancialInstitut
227628,2018-04-26 13:42:29,870ce74d-0c51-4e1f-8900-5b73b590e947,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,23.75,EUR,23.75,EUR,0.05,ARTES,MiscellaneousHouseFurnishingS
